Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
5/1/2016,1,May,2016,44,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,106,66,172
4/11/2014,11,April,2014,43,Adults (35-64),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,19,21,55,625,399,1024
1/30/2016,30,January,2016,38,Adults (35-64),F,United States,California,Clothing,Socks,"Racing Socks, L",21,3,9,122,63,185
12/3/2013,3,December,2013,33,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,133,92,225
6/5/2014,5,June,2014,61,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,315,286,601
4/19/2014,19,April,2014,25,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98
1/30/2016,30,January,2016,34,Young Adults (25-34),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,102,63,165
2/10/2014,10,February,2014,50,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,45,46,91
10/1/2013,1,October,2013,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,13,7,9,11,91,102
5/27/2014,27,May,2014,44,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,220,154,374
3/21/2014,21,March,2014,30,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,717,1555,2272
10/20/2015,20,October,2015,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4
6/6/2016,6,June,2016,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,30,8,22,413,240,653
4/12/2014,12,April,2014,57,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",24,38,50,24,912,936
5/8/2015,8,May,2015,28,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498
5/19/2014,19,May,2014,43,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,126,78,204
6/7/2016,7,June,2016,61,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",21,38,50,242,798,1040
4/29/2014,29,April,2014,33,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,251,966,1217
11/14/2013,14,November,2013,55,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,268,169,437
1/18/2014,18,January,2014,49,Adults (35-64),F,Canada,British Columbia,Clothing,Vests,"Classic Vest, L",17,24,64,669,408,1077
9/16/2013,16,September,2013,39,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,60,504,564
6/4/2014,4,June,2014,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,77,52,129
7/24/2014,24,July,2014,54,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,23,24,47
5/23/2014,23,May,2014,55,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
2/19/2016,19,February,2016,58,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,35,24,59
6/23/2016,23,June,2016,30,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
8/17/2015,17,August,2015,23,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,32,22,54
11/4/2013,4,November,2013,50,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,38,40,78
4/14/2016,14,April,2016,46,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,17,3,8,55,51,106
1/30/2014,30,January,2014,50,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,126,344,470
10/31/2013,31,October,2013,26,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,194,487,681
10/6/2013,6,October,2013,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,59,42,101
7/8/2016,8,July,2016,40,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,426,260,686
10/21/2013,21,October,2013,33,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30,257,187,444
10/30/2015,30,October,2015,23,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",21,42,54,229,882,1111
3/1/2014,1,March,2014,37,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,146,104,250
8/12/2013,12,August,2013,43,Adults (35-64),F,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,606,364,970
2/16/2014,16,February,2014,40,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,39,28,67
6/8/2016,8,June,2016,55,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1994,2504,4498
1/21/2014,21,January,2014,34,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,320,195,515
10/26/2015,26,October,2015,56,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,596,364,960
12/17/2013,17,December,2013,43,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,40,42,82
4/24/2014,24,April,2014,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,17,13,30
5/9/2014,9,May,2014,43,Adults (35-64),F,United Kingdom,England,Clothing,Socks,"Racing Socks, L",16,3,9,90,48,138
4/25/2016,25,April,2016,30,Young Adults (25-34),F,France,Seine (Paris),Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,19,18,37
4/25/2016,25,April,2016,32,Young Adults (25-34),M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",1,9,24,10,9,19
2/13/2016,13,February,2016,28,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,156,104,260
5/14/2016,14,May,2016,46,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
2/4/2016,4,February,2016,20,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,27,28,55
5/31/2016,31,May,2016,48,Adults (35-64),F,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,12,3,8,48,36,84
6/3/2016,3,June,2016,44,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,390,234,624
11/18/2015,18,November,2015,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,53,36,89
10/4/2013,4,October,2013,44,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7
3/15/2014,15,March,2014,20,Youth (<25),M,France,Seine et Marne,Clothing,Caps,AWC Logo Cap,15,7,9,6,105,111
10/31/2013,31,October,2013,24,Youth (<25),F,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,69,52,121
9/23/2015,23,September,2015,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",3,1083,1701,1191,3249,4440
3/18/2016,18,March,2016,20,Youth (<25),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,318,420,738
12/11/2013,11,December,2013,23,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,864,1555,2419
12/19/2015,19,December,2015,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113
1/6/2014,6,January,2014,35,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84
8/16/2013,16,August,2013,20,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,116,80,196
9/13/2013,13,September,2013,37,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,506,377,883
5/14/2014,14,May,2014,35,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,122,91,213
6/23/2016,23,June,2016,43,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,103,65,168
11/10/2013,10,November,2013,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,2,12,33,31,24,55
11/30/2013,30,November,2013,35,Adults (35-64),M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",13,26,70,372,338,710
9/26/2015,26,September,2015,56,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",20,26,70,698,520,1218
4/18/2016,18,April,2016,64,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,17,8,25
12/13/2013,13,December,2013,27,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249
1/16/2013,16,January,2013,27,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,882,1252,2134
5/5/2014,5,May,2014,38,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249
6/18/2016,18,June,2016,29,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,313,208,521
6/28/2014,28,June,2014,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,76,54,130
1/14/2016,14,January,2016,38,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,34,36,70
8/10/2015,10,August,2015,37,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,14,9,25,221,126,347
2/5/2016,5,February,2016,34,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,LL Road Tire,12,8,21,103,96,199
11/2/2013,2,November,2013,57,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37
1/10/2016,10,January,2016,37,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,152,81,233
10/14/2013,14,October,2013,55,Adults (35-64),F,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, S",10,26,70,342,260,602
10/19/2015,19,October,2015,48,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,19,18,37
5/6/2016,6,May,2016,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,426,260,686
2/12/2014,12,February,2014,80,Seniors (64+),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,11,15,26
2/17/2015,17,February,2015,24,Youth (<25),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
3/29/2016,29,March,2016,48,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,53,46,99
12/29/2013,29,December,2013,45,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14
6/28/2016,28,June,2016,55,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470
5/22/2011,22,May,2011,41,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,252,688,940
7/31/2013,31,July,2013,23,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
11/29/2013,29,November,2013,29,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,31,30,61
3/17/2014,17,March,2014,41,Adults (35-64),F,Germany,Bayern,Clothing,Caps,AWC Logo Cap,20,7,9,38,140,178
4/3/2016,3,April,2016,39,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,18,16,34
8/9/2015,9,August,2015,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
8/28/2015,28,August,2015,63,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,1631,3798,5429
3/24/2013,24,March,2013,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
9/18/2013,18,September,2013,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
8/3/2015,3,August,2015,29,Young Adults (25-34),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103
5/27/2016,27,May,2016,18,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11
1/28/2016,28,January,2016,36,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
8/28/2013,28,August,2013,20,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
10/31/2013,31,October,2013,59,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",2,38,50,11,76,87
6/3/2016,3,June,2016,47,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,37,34,71
1/14/2016,14,January,2016,20,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,10,14,24
11/14/2015,14,November,2015,39,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,70,50,120
7/28/2016,28,July,2016,43,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,288,182,470
1/16/2016,16,January,2016,28,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,145,100,245
4/18/2014,18,April,2014,35,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",28,38,50,280,1064,1344
4/17/2014,17,April,2014,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
11/23/2013,23,November,2013,26,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,33,28,61
10/15/2015,15,October,2015,49,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,70,52,122
6/26/2014,26,June,2014,56,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,20,30,50
7/16/2016,16,July,2016,33,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,138,456,594
4/4/2016,4,April,2016,34,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2,1482,2384,1709,2964,4673
11/29/2015,29,November,2015,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,5,7,9,4,35,39
10/2/2013,2,October,2013,49,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,6,8,22,81,48,129
5/19/2016,19,May,2016,49,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,8,4,12
12/3/2015,3,December,2015,17,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2671,4342,7013
4/7/2016,7,April,2016,25,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
10/20/2015,20,October,2015,55,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",13,26,70,563,338,901
5/31/2014,31,May,2014,50,Adults (35-64),F,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,2,8,22,22,16,38
1/10/2016,10,January,2016,37,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29
12/26/2013,26,December,2013,41,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,168,116,284
2/9/2014,9,February,2014,27,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,109,72,181
3/9/2016,9,March,2016,24,Youth (<25),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,986,2139,3125
1/11/2014,11,January,2014,36,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249
11/24/2013,24,November,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
4/11/2014,11,April,2014,32,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",11,42,54,25,462,487
2/21/2014,21,February,2014,28,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,243,221,464
1/12/2012,12,January,2012,44,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
12/20/2013,20,December,2013,49,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,13,23,36
5/9/2016,9,May,2016,18,Youth (<25),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
8/9/2013,9,August,2013,60,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,147,78,225
6/7/2012,7,June,2012,18,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,219,688,907
6/9/2016,9,June,2016,58,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,286,260,546
3/22/2016,22,March,2016,50,Adults (35-64),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,18,7,9,7,126,133
2/5/2014,5,February,2014,45,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,46,32,78
5/27/2016,27,May,2016,29,Young Adults (25-34),M,Germany,Hamburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",15,38,50,128,570,698
10/8/2013,8,October,2013,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,257,234,491
3/4/2016,4,March,2016,28,Young Adults (25-34),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,7,8,22,64,56,120
9/5/2015,5,September,2015,41,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1669,4342,6011
4/24/2014,24,April,2014,19,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12
12/29/2013,29,December,2013,24,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,25,26,51
4/14/2014,14,April,2014,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
4/30/2012,30,April,2012,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,769,1426,2195
6/26/2016,26,June,2016,51,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,33,14,47
11/24/2015,24,November,2015,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,554,338,892
3/20/2016,20,March,2016,18,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,46,48,94
11/4/2015,4,November,2015,43,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,6,6,12
1/10/2016,10,January,2016,40,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",20,26,70,852,520,1372
2/11/2014,11,February,2014,59,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,251,308,559
12/18/2015,18,December,2015,22,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
3/21/2016,21,March,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27
12/14/2013,14,December,2013,21,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,29,26,55
9/24/2013,24,September,2013,21,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,554,338,892
4/12/2014,12,April,2014,42,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,16,17,33
9/24/2013,24,September,2013,41,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
4/23/2016,23,April,2016,46,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
4/26/2016,26,April,2016,18,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,8,11,19
5/5/2013,5,May,2013,39,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
6/27/2016,27,June,2016,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,118,504,622
5/19/2014,19,May,2014,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
6/8/2014,8,June,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
8/15/2013,15,August,2013,55,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
6/8/2014,8,June,2014,42,Adults (35-64),M,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,11,8,22,110,88,198
5/6/2014,6,May,2014,37,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,52,36,88
11/12/2013,12,November,2013,22,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,40,34,74
2/24/2014,24,February,2014,40,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
8/17/2015,17,August,2015,37,Adults (35-64),M,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,290,755,1045
10/28/2015,28,October,2015,34,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,3,13,35,51,39,90
10/28/2015,28,October,2015,42,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,26,7,9,50,182,232
7/5/2015,5,July,2015,36,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
6/18/2011,18,June,2011,18,Youth (<25),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-500 Black, 40",3,295,540,443,885,1328
8/12/2013,12,August,2013,51,Adults (35-64),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, S",3,9,24,42,27,69
3/19/2016,19,March,2016,32,Young Adults (25-34),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,28,7,9,11,196,207
10/17/2015,17,October,2015,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36
9/4/2013,4,September,2013,18,Youth (<25),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,854,1482,2336
6/8/2014,8,June,2014,53,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",19,38,50,95,722,817
7/17/2016,17,July,2016,61,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,8,8,16
11/10/2013,10,November,2013,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,64,58,122
3/15/2014,15,March,2014,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,3,21,55,100,63,163
11/14/2013,14,November,2013,20,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,114,120,234
12/21/2015,21,December,2015,33,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",9,38,50,90,342,432
9/23/2013,23,September,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,4,3,8,20,12,32
3/22/2016,22,March,2016,49,Adults (35-64),F,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, M",26,9,24,253,234,487
7/25/2015,25,July,2015,32,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,161,713,874
11/19/2015,19,November,2015,26,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,498,840,1338
7/31/2014,31,July,2014,21,Youth (<25),F,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,107,84,191
6/10/2013,10,June,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
5/23/2014,23,May,2014,46,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,230,182,412
11/30/2015,30,November,2015,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249
9/12/2013,12,September,2013,35,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12
